Name,Grade
CHIRAG PRAKASH,Exceptional
Rohit Bhalla,Good
NARAPARAJU SRICHARAN,Good
Emjee Puthooran,Very Good
Vinay Bansal,Exceptional
BALJEET SINGH,Poor
SAWAN DEEP,Fair
Vishal Aggarwal,Very Good
Nilesh Bhavsar,Good
AASTHA UPADHYAY,Exceptional
Kamlesh Bansal,Very Good
BHUPENDRA MEENA,Exceptional
CHARCHITA,Poor
Vinay Rao,Exceptional
HARSH JAIN,Good
Atul Kumar,Fair
Arvind Barman,Exceptional
N V SHIVANI SNIGDHA,Poor
Shubham Mehta,Fair
PEDDI KRISHNA YESWANTH,Exceptional
Sudhir Basak,Very Good
CHITTEM LEELA MAHESH,Good
MOHIT SINGH,Good
ANAND KASAUDHAN,Fair
MUDAVATH BALSINGH,Poor
UJJWAL BAGRANIA,Exceptional
SHUBHAM ATRIWAL,Fair
Nitesh Saxena,Good
Nitesh Raj,Exceptional
Ankita Joshi,Fair
MANDEEP,Exceptional
ANOOP,Very Good
Shivbihari Nagar,Very Good
Adhir Sarkar,Very Good
Sanjay Sampath,Poor
SURISETTY ANIL KUMAR,Exceptional
MOHD SAQIB,Fair
MANSI GARG,Poor
Vishal Chaudhary,Exceptional
Ankit Shetty,Poor
AKSHAY Dasgupta,Fair
DUNGAVATH NARAYANA SWAMY NAIK,Fair
CHANDRA BHUSHAN RAMAN,Good
Sanjay Mehra,Very Good
M NIKHIL KUMAR,Fair
Sanjay Sankar,Exceptional
Arvind Bhatia,Very Good
AWADHESH SHARMA,Fair
Sunil Dube,Exceptional
Sanjay Gokhale,Poor
Ankit Sagar,Fair
Shivam Dutta,Good
Samarjeet Bhargava,Fair
Ankit Sen,Fair
Shivbihari Mukherjee,Very Good
Mridul Balasubramanian,Very Good
RUDRANARAYAN PRADHAN,Very Good
Mridul Dhillon,Good
HARSH PATEL,Exceptional
AKASH GOYAL,Very Good
Shivbihari Sachdeva,Fair
Sonu Misra,Good
SWECCHA RANJAN,Good
VAIBHAV SONKAR,Fair
ROHIT KUMAR SAHU,Very Good
BHATI PRATIK SATISH,Fair
GARVIT SINGH,Exceptional
Nilesh Chandran,Good
Shivbihari Shah,Good
Samarjeet Atwal,Very Good
HARSHVARDHAN SINGH,Fair
Ajeet Kumar,Exceptional
AYUSH CHAUHAN,Exceptional
Vipul Bhardwaj,Poor
Sudhir Handa,Poor
Sarita Yadav,Fair
KAPIL KUMAR SINHA,Good
VIDHI MITTAL,Fair
MARALA MAHATHI,Fair
Samarjeet Deshpande,Good
UTTAM KUMAR,Very Good
MAHESH PAL KARWASRA,Poor
KANISHK YADAV,Poor
Shivbihari Dube,Very Good
Arvind Dhillon,Exceptional
MULA SAI VARUN,Fair
Aneet Dutta,Fair
SARTHAK GUPTA,Exceptional
Sunil Bhardwaj,Fair
B Venkateswarlu,Very Good
Samarjeet Bhardwaj,Exceptional
SAAKSHI CHOUDHARY,Fair
AYUSH GUPTA,Fair
Mridul Barman,Exceptional
SHIKHA TOMAR,Exceptional
Ankit Shan,Fair
Mridul Bhardwaj,Exceptional
LAVKUSH VERMA,Good
JADHAV SURESH GOPINATH,Good
Vishal Shetty,Poor
Sonu Dhaliwal,Good
DAWAR HUSAIN,Poor
Maninder Singh,Good
Amit Nagar,Good
ADITHYA BANDARI,Fair
PARITOSH SANADHYA,Fair
Abhishek Kumar Gupta,Very Good
Abhishek Rajput,Fair
VIJAY KUMAR,Very Good
RITIKA GARG,Good
RAVISH RANJAN KUMAR,Good
SHUBHAM SINGARYA,Very Good
Nilesh Agrawal,Good
ATHARV,Fair
Ankit Chatterjee,Exceptional
Sudhir Sethi,Fair
Mridul Pandey,Good
Aneet shukla,Fair
Shivram Ganguly,Very Good
Arvind Mishra,Good
AVANTIKA VERMA,Poor
Nitin Joshi,Good
SHAH DHRUV SNEHALBHAI,Exceptional
GOURAV KUMAR,Very Good
Aneet Bhardwaj,Exceptional
Charu Sharma,Very Good
GEORGE PHLIP,Fair
REDDY ROHINIKUMAR,Good
Sunil Ahluwalia,Very Good
VIPIN KUMAR GUPTA,Very Good
Sanjay Sahni,Very Good
PRAVESH CHOUDHARY,Poor
Ankit Singh,Fair
Shubham Mehra,Exceptional
KALSARIA CHINTAN PARESHBHAI,Fair
Neeta S. Mittal,Very Good
Sudhir kumar,Very Good
PRATEEK PRABHAKAR,Good
AVIROOP PAL,Exceptional
Ankit Sharaf,Very Good
Shivbihari Agarwal,Exceptional
PAWAN KUSHWAHA,Very Good
SATABDY JENA,Fair
ARNAB MRIDHA,Poor
Sudhir Sen,Exceptional
RAJPUROHIT AJAY SINGH BAGH SINGH,Very Good
THUBE HRITIK SANTOSH,Exceptional
Shubham Ramakrishnan,Exceptional
Anand Bhardwaj,Good
Samarjeet Sridhar,Exceptional
MAYANK SHARMA,Good
Vinay Ramakrishnan,Exceptional
DEEPAK SINGH,Exceptional
Shivbihari Deol,Very Good
REDDIPALLI BHARGAV,Exceptional
VISHWAJEET KISHORE VERMA,Good
Nitesh Sarkar,Very Good
RIYA TOMAR,Poor
ABHISHEK PANDE,Good
ASHUTOSH KUMAR YADAV,Good
Mridul Mittal,Very Good
ARVIND KUMAR GANGWAR,Very Good
Nilesh Chahal,Exceptional
Arvind Chakrabarti,Good
Nitesh Deol,Good
Vinay Mittal,Exceptional
Shubham Bhagat,Fair
Aneet Gandhi,Exceptional
JATIN VARSHNEY,Fair
YASH THAKUR,Fair
AKELLA ANIRUDH,Very Good
MATANI RACHIT CHATURBHUJ,Exceptional
SAKSHAM SINGHAL,Fair
PRANJAL NAITHANI,Poor
GYANENDRA,Good
SUDHIR RANJAN,Exceptional
Shivram Atwal,Poor
ROHAN BHATIA,Fair
HIMANSHU SINGH,Very Good
Sunny Zafar,Good
Anand Dubey,Fair
UJJWAL GUPTA,Poor
HARSHIT DWIVEDI,Good
RANJEET SINGH RATHORE,Very Good
NISHENDRA SINGH,Very Good
Anand Dhillon,Fair
Ankit Sethi,Poor
Ajmal Hussain,Poor
Rakesh Kumar Dwivedi,Poor
Aniruddha Malakar,Fair
NIPUN BEHL,Good
Vinay Sanghvi,Very Good
LOVEPREET SINGH,Very Good
Ankit Chandran,Very Good
ANISH KUMAR,Very Good
ARPIT GUPTA,Fair
Anand Bajaj,Fair
Rohit Handa,Poor
AMIT KAUSHAL,Good
TARIKAYEHU AMANUEL UNTISSO,Fair
Assefa Denekew Zewdie,Good
DIVYANSH PARIHAR,Poor
BODDUPALLI THANMAY SRI SURYA,Exceptional
GAURAV RAJ,Very Good
Shubham Ghosh,Good
RISHIRAJ GUPTA,Fair
Bhisham Kumar Dhurander,Good
AVIRAL JAIN,Fair
Ankit Bhardwaj,Poor
Shubham Rattan,Fair
Rohit Deshpande,Good
Yogesh Kumar,Exceptional
Kamlesh Chand,Good
PRANAW RAJ,Exceptional
ABHINANDAN K MALIK,Fair
GAUTAM SAHARAN,Good
Sonu Goda,Exceptional
Aneet Apte,Poor
SUNIL RANA,Good
Shivam Bedi,Exceptional
AJAY KUMAR BAGRI,Fair
GAGAN SHARMA,Poor
VENKATESHWARAPACKYA JANEEFA S.,Poor
Meenaxi,Good
AKHIL KUMAR SINGH,Poor
Samarjeet Dave,Poor
Divyanshu Vashitha,Poor
NEERAJ KUMAR SOLANKI,Good
Shubham Bose,Fair
Vishal Deshmukh,Very Good
GOVIND KUMAR MISHRA,Poor
PRASHANT JAICHAND GAIDHANE,Exceptional
RACHIT SEMALTY,Exceptional
PEAUSH,Good
SWAPNIL THAKKAR,Fair
Ganesh Khadhanga,Exceptional
Rohit Garg,Very Good
DEEPIKA,Poor
LAXMIKANT MISHRA,Exceptional
KESHVAM,Good
Arvind Bahl,Poor
Nagesh Babu Balam,Poor
ANJALI,Good
YASH AGARWAL,Poor
Shivangi Singh,Exceptional
RAJNEESH KUMAR LODHI,Very Good
EBISSA GADISSA KEDIR,Exceptional
Samarjeet Dubey,Good
A KARTHICKEYAN,Poor
Sonu Dave,Exceptional
PRAFFUL KUMAR KHOBA,Fair
Samarjeet Grewal,Good
DURGESH SINGH,Very Good
Harsh Kumar Verma,Fair
Vinay Arya,Exceptional
Shivram Bhardwaj,Poor
Samarjeet Chaudhuri,Very Good
Shubham Dhaliwal,Good
Shivbihari shukla,Exceptional
Sukwinder Singh,Poor
Ranjay Hazra,Very Good
RAKSHIT JOSHI,Exceptional
Sudhir Raju,Very Good
KANARAM BHARI,Good
RISHAK KHANNA,Poor
Sonu Shah,Poor
Arvind Balasubramanian,Poor
AKSHAY Gokhale,Fair
HARDIK RATHORE,Poor
RAVI KUMAR MISHRA,Poor
Sunil Chauhan,Good
ADITYA RAJ SINGH GOUR,Exceptional
Ankit Rana,Very Good
VIKAS SHARMA,Poor
Amit Chaudhari,Exceptional
VIKRANT DEY,Very Good
HEMANT PALIWAL,Very Good
Mahendra,Exceptional
Pooja Bhatia,Fair
Rohit Deshmukh,Very Good
Subhasis Ramanathan,Exceptional
Rohit Sarkar,Good
VATSALA,Exceptional
R VIJAI KUMAR,Poor
Aneet sharma,Very Good
Rohit Randhawa,Good
Anand Kumar Gupta,Very Good
RAVI VERMA,Poor
Jitendra Kumar,Fair
RAHUL SINGH,Fair
DIVYA DIXIT,Very Good
Samarjeet Sachdeva,Good
AKSHAY SINGH,Exceptional
Subhasis Handa,Good
MUKUND KRISHNATREY,Fair
YASH KHANDELWAL,Fair
SHIKHA,Good
RADHIKA,Fair
Shivram Chakraborty,Fair
KARANPREET SINGH,Fair
NISHA THANUA,Poor
Vinay Das,Good
CHANDEL ANOOPSINGH JAINARAYANSINGH,Very Good
Chetan Pathak,Fair
Shubham Dube,Very Good
Subhasis Desai,Very Good
RAINA MIDDHA,Very Good
Sujith S V,Exceptional
Shobha Rani,Very Good
DHANANJAY KUMAR,Exceptional
NIKKI RATHORE,Poor
HEMANT RAJPUT,Poor
Shivbihari Sampath,Exceptional
MANAS GANESH AVINASHE,Fair
Anand Mehra,Exceptional
Sonu Rastogi,Very Good
CHOTHMAL KUMAWAT,Exceptional
UPASANA,Good
ROHIT SINGHAL,Fair
Atif Suhail,Fair
Naveen,Good
AAKASH CHOUDHARY,Very Good
SATYAM KUSHWAHA,Good
Vinay Banerjee,Good
Ainul Haque,Good
Baljit Kaur,Good
Sunil Chakrabarti,Good
Nilesh Atwal,Fair
Samarjeet Dixit,Fair
SANYAM JAIN,Poor
RITESH KUMAR,Very Good
Arvind Ray,Fair
Neeraj Singh,Poor
Krishna Murari,Good
Vinay Dyal,Exceptional
BHARAT BHUSHAN SHARMA,Exceptional
HASANWALA FAIZAL,Good
ARYAN CHOUDHARY,Very Good
Virendra Kumar Verma,Fair
Anand Dave,Exceptional
Kamlesh Chakrabarti,Very Good
Nilesh Mehrotra,Fair
NAVNEET SAURABH,Poor
AMAR SEN,Good
Chirra Sricharan,Poor
Vinay Sodhi,Very Good
ANURAG BANSAL,Very Good
ABHISHEK GANGWAR,Very Good
ATUL KUMAR,Poor
Nitesh Bhatia,Poor
Shivbihari Batta,Good
Manojit Samanta,Very Good
P Pradeep Kumar,Very Good
Manish Kumar,Fair
Vinay Mukherjee,Very Good
Mohd. Anulhaq,Very Good
VIVEK AGARWAL,Exceptional
ANGAT,Poor
NAIHNU RAM MEENA,Fair
Ankit Deshmukh,Very Good
Aneet Mishra,Fair
AKSHAY Bhandari,Poor
Nitesh Saran,Very Good
Subhasis Badal,Poor
SAGAR MARUTI MADHEKAR,Exceptional
PRANAV SINGHAL,Fair
Upendra Kumar Verma,Poor
FAJARUDHEEN PULLARATT,Good
Subhasis Apte,Good
RAJ KUMAR MISHRA,Good
PANCHAL VEDANT VIPULKUMAR,Good
ABHISHEK KANHAR,Good
ANKIT KUMAR RACHHOYA,Good
ABHISHEK KUMAR ROY,Fair
SIDDHARTH VARSHNEY,Very Good
AKANSHA,Very Good
ACHITANAND DUBEY,Good
Shubham Bhardwaj,Exceptional
ARYAN SAINI,Poor
YOGESH YADAV,Fair
Om Prakash Acharya,Fair
KAPIL THUKRAL,Poor
Sanjay Saini,Good
NIPUN PRUTHI,Fair
MADHUSUDAN SINGH,Good
TAPAN SINGH RAJPUROHIT,Good
P. VANTHA,Very Good
Sunil Gupta,Good
Aneet Boase,Good
Vinay Seshadri,Poor
Shivam Bhatnagar,Fair
ANCHAL KEJRIWAL,Very Good
SWARGA MANDAL,Very Good
AJITESH SHUKLA,Good
Samarjeet Sagar,Poor
Amit Bhandari,Poor
DRISHTI BHASIN,Poor
Kamlesh Bahri,Fair
ASHWANI YADAV,Poor
Sanjay Soni,Good
Vishal Balasubramanian,Fair
Sudhir Ray,Exceptional
Sonu Savant,Poor
Nilesh Bakshi,Very Good
Sanjay Chaudhary,Fair
JITENDRA GIRI GOSWAMI,Poor
Vishal Chand,Fair
YAGYA NARAYAN,Poor
MAYANK KUMAR,Fair
AYUSH KUMAR DIXIT,Poor
RISHIKA CHANDRA,Very Good
SAMBANGI ABHISHEK NAIDU,Very Good
ADITYA NATH BHATT,Fair
TUSHAR BANSAL,Poor
Shivbihari Chaudhary,Very Good
Yogesh Kumar Singla,Good
NATANSH MATHUR,Poor
ANMOL GUPTA,Very Good
Arvind Sandhu,Good
Ankit Basak,Good
Amit sharma,Poor
Mridul Chopra,Good
SAHAJ KHANDELWAL,Very Good
Rohit Mukherjee,Fair
Faisal Hasan,Fair
GOLLO TAGA,Exceptional
JATIN,Poor
LOKESH KURRE,Very Good
Vishal Ramanathan,Exceptional
Mridul Dave,Poor
Ankit Sanghvi,Very Good
ANIKET SHARMA,Poor
Samarjeet Soni,Exceptional
Sobin C C,Good
Shivbihari Sen,Poor
SAKSHI SHARMA,Very Good
Shivram negi,Exceptional
DODDI JAGADEESH,Exceptional
PARSHANT REHAL,Good
BANKIM CHANDRA YADAV,Poor
AKSHAY Bhargava,Good
Nitesh Bedi,Very Good
KAUSHAL,Good
ANUJ KUMAR SAHOO,Good
Gagandeep Bhardwaj,Poor
Satendra Kumar,Very Good
Jyoti Shukla,Exceptional
AFIF AHMAD,Good
Sudhir Gokhale,Good
MUKESH BHAGAT,Poor
Sonu Saini,Good
Vijay Pratap Singh,Fair
ANGEL MEHTA,Good
MOHIT DEV,Exceptional
Waheed,Good
Sandeep Sharma,Fair
Kamlesh MOURYA Kumar,Poor
GAGAN BHARTI,Good
VISHESH CHANDRIKAPURE,Fair
AKSHAY Dugal,Good
Sonu Atwal,Very Good
Aneet Sachdeva,Exceptional
Sandeep Kaur,Very Good
KATKAR PRATHAMESH SHIVAJI,Poor
SACHIN YADAV,Very Good
SANJEEV,Good
Shivbihari Basu,Exceptional
Sudhir Basu,Fair
VIKRAM,Good
Nitesh Arora,Poor
VARUN JANARDAN SHEWALE,Exceptional
Shubham Singh,Good
Sonu Dube,Fair
Sunil Sharma,Very Good
ILA DWIVEDI,Very Good
BHAVYA GARG,Good
SAJID ALI,Good
Mridul Sankar,Fair
BODA HRISHIKESH NAIK,Fair
KARTIKEY MISHRA,Fair
Shivram Chandra,Very Good
Sandeep Singh Chauhan,Poor
PRAJWAL KAMBOJ,Fair
Samarjeet Sen,Fair
SAUMYARANJAN SAHOO,Good
NIRMAL SARSWAT,Poor
HARDIK GARG,Poor
ASEEM VERMA,Exceptional
Sanjay Chopra,Exceptional
Vinay Handa,Fair
Ankit Garg,Good
AADARSH MISHRA,Very Good
SHIVANG BHAWSAR,Exceptional
Giribabu Dyanamina,Good
Sudhir Atwal,Very Good
Rohit Sampath,Exceptional
AKSHAY Bajaj,Poor
Mudimallana Goud,Poor
Vishal Goda,Good
NIKHIL MAHARSHI,Fair
Kamlesh Chatterjee,Good
Tejinder Kumar,Poor
Prashant Bajpai,Fair
Anwar Khursheed,Very Good
AKSHAY Bhardwaj,Poor
SAINYAM,Fair
SHUBHANSHU AGARWAL,Fair
AYU KUMAR DHAWAN,Fair
Shubham Garg,Good
SAMARTH KOOLWAL,Fair
SUYASH SHUKLA,Good
Vishal Sethi,Very Good
MAYANK SINGHAL,Poor
Vinay Bhardwaj,Good
SHREY MADAAN,Fair
NARINDERJIT KAUR,Fair
Deep Gupta,Very Good
FATIMATELBATOUL HUSARI,Exceptional
CHIDELLA VAIBHAVI,Fair
Rohit Datta,Fair
PUNIT KUMAR PANDEY,Exceptional
Man Mohan Garg,Very Good
Aneet Mehta,Exceptional
ANIL KUMAR K,Very Good
RAHUL KUMAR,Exceptional
GAURANGI KATHARYA,Fair
DIVYANSHI SACHAN,Very Good
Chaitanya Sharma,Fair
KESHAV SINGH,Very Good
Vishal Raju,Good
Arvind Gour,Very Good
DURGESH PRATAP SINGH TOMAR,Very Good
RICHA,Good
AAYUSH VERMA,Very Good
Kush Kinra,Exceptional
More Vijay Vasant,Poor
Mridul Agrawal,Poor
Shivram Boase,Good
Aneet Chakraborty,Fair
SAKET SHARMA,Good
Novalio Daratha,Very Good
Arvind Bansal,Poor
CHAITANYA GOUR,Good
Prince,Good
ASHUTOSH GAUTAM,Very Good
AKSHAY Dhaliwal,Very Good
KARAN SHARMA,Poor
Sunil Sachdev,Very Good
BHAVESH KUMAR,Good
N. Prabhu,Very Good
Sonu Rajan,Poor
Maheshwaram Satish,Poor
Sudhir Gill,Fair
RATHOD VIRAL BIPINCHANDRA,Very Good
ROBIN SINGH KAURAV,Very Good
AKSHAY S,Good
PURUSHOTTAM,Poor
Shubham Bhalla,Fair
Mayank Awasthi,Good
Samarjeet Ramanathan,Good
Vimal Kumar,Poor
TANMAYA KHANDELWAL,Very Good
SACHIN VERMA,Very Good
NEHA DAS,Exceptional
Ankit Rajan,Very Good
AMASA PRANAY,Good
Samarjeet Ramakrishnan,Fair
TAVEENA,Poor
Sunil Dubey,Fair
KAVYA SAXENA,Very Good
SAMSAPTAK GHOSH,Poor
RONAK GOYAL,Poor
RAJEEV KUMAR MEHTA,Exceptional
KRISHAN KANT GAUTAM,Fair
ANIRUDH VELUDANDI,Good
Vishal Sachdev,Fair
Shivbihari Pandey,Exceptional
HARSIMRAN KAUR,Fair
DEOVIL VIMAL DUBEY,Very Good
Aneet Sharaf,Fair
Mridul Mukherjee,Fair
Sanjay Garg,Good
SALMAN KHAN,Fair
PARDEEP KUMAR,Fair
Vishal Dubey,Fair
SAMATHA DURIKI,Exceptional
Vishal Chatterjee,Poor
THOTA VAMSI CHANDRA,Fair
Dimpal,Fair
Subhasis Rattan,Very Good
Endalew Getnet Tsega,Fair
Faraz Tariq,Exceptional
Anand Chandra,Exceptional
Pankaj Rawat,Very Good
ARPIT KUMAR,Poor
ABHISHEK CHOUDHARY,Good
SUJAAN KUMAR,Very Good
LALIT JEENGAR,Good
Anand Bhavsar,Exceptional
KEERTHI RAMAVATH,Exceptional
Kamlesh Verma,Poor
Sudhir Mehta,Good
SURAJ KUMAR GADARI,Very Good
MALLUKUNTLA DILEEP KUMAR REDDY,Very Good
ROHIT KUMAR RAJPOOT,Good
HARSHIT BANSAL,Fair
Rakesh Pratap Singh,Exceptional
Bhupendra Singh More,Good
RAGHAV THAPAR,Exceptional
Sonu Ghose,Fair
Sudhir Sinha,Good
ROHIT KUMAR,Poor
KANWAR SINGH,Exceptional
RAHUL BIJARNIYA,Poor
KAMBLI ANGAD ABHAY,Fair
Subhasis kumar,Very Good
Sonu Bhalla,Poor
Shivbihari Goyal,Very Good
Rohit Shah,Exceptional
Sanjay Goswami,Fair
SUNIT NANDAL,Poor
Amit Chauhan,Exceptional
Shivam Bahri,Poor
Nilesh Arora,Poor
PRIYANSH GARG,Exceptional
YASH VERMA,Exceptional
Zahir Ahmed Ansari,Exceptional
Ankit Atwal,Fair
Vineet Kumar Saini,Good
Manoj Kumar R,Very Good
Shivram Bhatt,Poor
YASHASVI KAUSHIK,Poor
Subhasis Agrawal,Good
KIRANDEEP GAUR,Exceptional
Nitesh Pandey,Good
ADITI MAHAJAN,Poor
MAHESH KUMAR MEENA,Exceptional
John Mohd Wani,Very Good
LAKSHYA GOTHWAL,Exceptional
Shivbihari Dugal,Exceptional
Shivam Barman,Exceptional
Sanjay Sanghvi,Very Good
Sunil Raju,Very Good
ANIL GAUTAM,Fair
Arvind Sethi,Very Good
Amit Mehta,Fair
LUVYA NAGPAL,Fair
Shivram Agrawal,Very Good
SUJASH AGRAWAL,Poor
Samarjeet Sachdev,Very Good
VINAY KUMAR,Poor
Sunil Gopal,Poor
Aneet Chopra,Good
RITIN,Exceptional
JATIN BEDI,Exceptional
Shivam Dhillon,Good
Poorvi Jain,Good
Shubham Bhargava,Very Good
Vishal Ramakrishnan,Very Good
Avadhesh Shroff MOURYA,Poor
ANIRUDH JAKHAR,Very Good
BHUPENDER,Very Good
Vandana Meena,Very Good
Shivbihari Chopra,Poor
Anand Gandhi,Exceptional
Arvind Soni,Fair
SHUBHAM RAHAL,Exceptional
Shivam kumar,Good
ANURAG GUPTA,Very Good
MADHUPARNA SAHA,Good
SWAMY ROHIT BHARTIYA,Good
JITENDRA,Very Good
MANOJ,Good
VED PRAKASH KUMAR,Good
Ankit Gokhale,Very Good
Nitesh Batta,Exceptional
Shivam Balakrishnan,Good
Rohit Dalal,Exceptional
Sonu Apte,Exceptional
RAUNAK ANAND,Fair
DORAISWAMY R HARSHAVARDHAN,Fair
PAREPALLI THARUN KUMAR,Poor
ABHISHEK PALIWAL,Very Good
Subhasis Bansal,Exceptional
KESHAV BIDAWATKA,Exceptional
HUNNY BIDLAN,Very Good
DEEPMALA TRIVEDI,Very Good
BANDHU SHEKHAR TIWARI,Good
SIDHARTH KUMAR,Poor
R CHINMAY,Fair
MEDASANI VINEETHA,Poor
SIDDHANT NAYAK,Good
Vishal Boase,Poor
Sonu Mehrotra,Very Good
Sanjay Bhagat,Good
Sudhir Chaudhary,Fair
Shivbihari Bahl,Good
Subhasis Dyal,Fair
ABHINANDAN GOYAL,Very Good
SATNAM SINGH,Poor
DEBADUTTA PARIDA,Poor
M V GURURAJ,Fair
Hariom Sharma,Poor
Irfanul Haque Siddiqui,Good
Rohit Sankaran,Exceptional
Ankit kumar,Very Good
Ganpat Rai,Fair
Akhilesh MOURYA SINGH,Poor
Samarjeet Pandey,Exceptional
ABHAY MEENA,Exceptional
RITVIK JAIN,Good
Subhasis Dugal,Exceptional
Arvind Bedi,Fair
Vishal Mehrotra,Very Good
ARYAMAN MAHESHWARI,Exceptional
PRATIKESH PRAKASH THAKUR,Exceptional
Nitesh Dhillon,Good
PRIYANSHU GARG,Fair
Sanjay Balakrishnan,Very Good
PRATEEK AGARWAL,Fair
Rohit Chopra,Fair
Kamlesh Agarwal,Fair
Vishal Sinha,Exceptional
Shivram kumar,Exceptional
BHARAT KUMAR,Exceptional
SIDDHANT RAJU TAKSANDE,Good
SAURBHENDRA DUTT SHAH,Good
RAJNI KANT KUMAR,Exceptional
PRAMOD KUMAR JINGAR,Poor
RACHIT SARKAR,Exceptional
Samarjeet Gandhi,Poor
Ankit Dutta,Poor
Aneet Sandhu,Poor
Anuj Kumar,Very Good
Vishal Ray,Good
Akhilesh Kashyap SINGH,Poor
AKSHAY Mukhopadhyay,Very Good
Dharmendra Jain,Poor
AKSHAY Bhagat,Good
Rohit Bhagat,Good
Shivram Bhatia,Very Good
GAUTAM BAFNA,Fair
TEENU TECHELA DAVIS,Very Good
Nitesh Chaudhari,Very Good
Anand Gokhale,Very Good
Nitesh Chada,Poor
ANSHUL,Fair
NAMAN JAIN,Fair
RAHUL NAINAWAT,Exceptional
Ankit Barman,Exceptional
Scindhiya Laxmi,Good
Subodh Kumar Yadav,Very Good
MOHIT GOYAL,Exceptional
Sandesh Trivedi,Very Good
NIMISH NAHAR,Poor
Shubham Goyal,Good
Rohit Chatterjee,Fair
RAHUL ASHOKKUMAR PANJWANI,Fair
Mukesh Kumar Poddar,Exceptional
Ambika Pathak,Poor
SURESH CHOUDHARY,Very Good
AKSHAY Bansal,Very Good
Ankit Mukherjee,Very Good
Nitesh Rattan,Fair
ROHIT SONDARVA,Good
Nilesh Grewal,Fair
Ankit Brahmbhatt,Good
Arvind Bose,Exceptional
Gaurav Kumar,Poor
PRAKHAR KANSAL,Poor
SAKSHAM KASHYAP,Good
Ankit Ramakrishnan,Poor
MANISH KUMAR MALL,Poor
ROHAN GUPTA,Good
Arvind Dalal,Poor
Rohit Dixit,Exceptional
Sonu Bakshi,Very Good
NAGENDRA SINGH,Fair
VAISHALI CHAPPARYA,Very Good
Shubham Basak,Exceptional
Subhasis Bakshi,Very Good
Maibam Shillakanta Singh,Poor
Subhasis Goda,Very Good
Aneet Mukherjee,Poor
Sonu Mehta,Exceptional
ANOOP SINGH,Poor
Vishal Rao,Good
Sanjay Chakraborty,Fair
VINAY KUMAR YADAV,Fair
SOURAV MEENA,Very Good
EDDIE,Very Good
Mithun Mohan,Exceptional
Vishal Sampath,Poor
SUMIT NANDI,Fair
Anand Kumar,Exceptional
AJAY N,Good
Mridul Dalal,Very Good
Sanjay Bahl,Poor
ANURAG DEEPAK,Fair
UJJAWAL KUMAR DAS,Fair
Samarjeet Ray,Poor
Sunil Mehrotra,Poor
KAMESH SHRIVASTAVA,Fair
Rahul Kumar,Good
Vishal Bhalla,Fair
Arvind Banerjee,Good
AKASH TRIPATHI,Good
Shubham Sibal,Fair
SHUBHAM MEENA,Very Good
Anand Badal,Very Good
Samarjeet Mukhopadhyay,Poor
SHRIYA RAMCHANDANI,Poor
VANDANA PANDEY,Very Good
SHAMIK SEN,Very Good
PURVI AGARWAL,Good
Kamlesh Shroff MOURYA,Poor
Anand Agarwal,Fair
Amit Bhargava,Poor
PARAMJEET KUMAR LALLA,Fair
ATHUL P,Fair
VIKAS AGRAWAL,Very Good
Shubham Sanghvi,Poor
U MEENU KRISHNAN,Very Good
Ankit Ramanathan,Fair
AKSHAY Chandra,Poor
Shubham Dalal,Very Good
Nilesh Ahluwalia,Good
Neeraj Srivastava,Good
ANIRUDDHA DAS,Very Good
ASWANI KUMAR SINGH,Fair
RONGALI JASWANTH NAIDU,Poor
ABHISHEK PANWAR,Very Good
AYUSH KUMAR GUPTA,Fair
Shubham Ganguly,Exceptional
YASHRAJ BIMALBHAI JARIWALA,Good
Shivam Chaudhari,Poor
CHIRAG BAGHLA,Poor
GOPAL DEV,Exceptional
PRINCI YADAV,Very Good
KARTIK JOSHI,Good
KUNAL BANSAL,Fair
Gudipadu Venkatesh,Very Good
Amit Goda,Good
Subhasis Sehgal,Poor
Ankit Dixit,Very Good
Sonu Sood,Very Good
Nitesh Solanki,Poor
GHETIA SIDDHARTH,Exceptional
Sanjay Nagar,Fair
SAHAJ,Poor
M S CHAKRADHAR MADDURI,Poor
Sunil Gokhale,Good
Shahbaz,Good
YASH RAJ,Very Good
Anand Atwal,Exceptional
Vishal Bhardwaj,Very Good
Samarjeet shukla,Very Good
TANMAY SARKAR,Fair
AKHIL,Good
Anand Pandey,Good
Nitesh Sibal,Very Good
Kadgaye Chetan Radhesham,Very Good
SANDEEP KUMAR MEENA,Good
NIKHIL ANAND,Fair
Ashwini Kumar Arya,Good
NALIN AGRAWAL,Poor
Shivbihari Sanghvi,Very Good
KODURI VAMAN KUMAR,Fair
SIKANDER SHARMA,Fair
SAKSHAM SINGH,Good
Pavan Kumar,Very Good
ARPIT KHANDELWAL,Poor
GODAS SRIKAR,Good
NIKUNJ GUPTA,Very Good
AARYAN JAIN,Fair
DHRUV P KHATRI,Exceptional
AAYUSH A CHATURVEDI,Exceptional
KURITI ANIL KUMAR VAMSI,Fair
Varun Kumar Kakar,Poor
PIKANSHU KUMAR,Fair
Aneet Bajwa,Poor
Arvind Rattan,Very Good
MUNEEB AHMAD DAR,Very Good
Nilesh Banerjee,Poor
MUNAGAPATI VENKATA SAI ABHISHEK,Good
RAGHAV SOMANI,Good
Abhishek Kumar,Very Good
ANUJ GUPTA,Very Good
VAIBHAV GUPTA,Exceptional
